Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Internal,2012,2012,2013,2012/06/21 00:00:00+00,2012/06/21 00:00:00+00,2013/08/09 00:00:00+00,251,12-0742.01.A.05,12-0742.01.A,5,12-0742.01,Force,5,12-0742,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,231
Internal,2012,2012,2013,2012/06/21 00:00:00+00,2012/06/21 00:00:00+00,2013/08/09 00:00:00+00,251,12-0742.01.A.06,12-0742.01.A,6,12-0742.01,Force,6,12-0742,6,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,232
Internal,2012,2012,2013,2012/06/21 00:00:00+00,2012/06/21 00:00:00+00,2013/08/09 00:00:00+00,251,12-0742.01.A.07,12-0742.01.A,7,12-0742.01,Force,7,12-0742,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,233
Citizen,2012,2012,2013,2012/06/27 00:00:00+00,2012/07/05 00:00:00+00,2013/08/01 00:00:00+00,291,12-0804.01.A.01,12-0804.01.A,1,12-0804.01,Force,1,12-0804,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,234
Citizen,2012,2012,2013,2012/06/27 00:00:00+00,2012/07/05 00:00:00+00,2013/08/01 00:00:00+00,291,12-0804.02.A.01,12-0804.02.A,1,12-0804.02,Procedure,1,12-0804,2,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,235
Citizen,2012,2012,2013,2012/06/27 00:00:00+00,2012/07/05 00:00:00+00,2013/08/01 00:00:00+00,291,12-0804.03.A.01,12-0804.03.A,1,12-0804.03,Courtesy,1,12-0804,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,236
Citizen,2012,2012,2013,2012/06/27 00:00:00+00,2012/07/05 00:00:00+00,2013/08/01 00:00:00+00,291,12-0804.04.A.01,12-0804.04.A,1,12-0804.04,Procedure,1,12-0804,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,237
Citizen,2012,2012,2013,2012/06/29 00:00:00+00,2012/07/10 00:00:00+00,2013/10/15 00:00:00+00,257,12-0814.01.A.01,12-0814.01.A,1,12-0814.01,Courtesy,1,12-0814,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,238
Citizen,2012,2012,2013,2012/06/29 00:00:00+00,2012/07/10 00:00:00+00,2013/10/15 00:00:00+00,257,12-0814.02.A.01,12-0814.02.A,1,12-0814.02,Force,1,12-0814,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,239
Citizen,2012,2012,2013,2012/06/29 00:00:00+00,2012/07/10 00:00:00+00,2013/10/15 00:00:00+00,257,12-0814.03.A.01,12-0814.03.A,1,12-0814.03,Courtesy,1,12-0814,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,240
Citizen,2012,2012,2013,2012/06/29 00:00:00+00,2012/07/10 00:00:00+00,2013/10/15 00:00:00+00,257,12-0814.03.B.01,12-0814.03.B,1,12-0814.03,Courtesy,2,12-0814,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,241
Citizen,2012,2012,2013,2012/06/29 00:00:00+00,2012/07/10 00:00:00+00,2013/10/15 00:00:00+00,257,12-0814.04.A.01,12-0814.04.A,1,12-0814.04,Procedure,1,12-0814,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,242
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0816.01.A.01,12-0816.01.A,1,12-0816.01,Force,1,12-0816,1,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,243
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0816.01.A.02,12-0816.01.A,2,12-0816.01,Force,2,12-0816,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,244
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0817.01.A.01,12-0817.01.A,1,12-0817.01,Force,1,12-0817,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,245
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0817.02.A.01,12-0817.02.A,1,12-0817.02,Courtesy,1,12-0817,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,246
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0817.03.A.01,12-0817.03.A,1,12-0817.03,Procedure,1,12-0817,3,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,247
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0823.01.A.01,12-0823.01.A,1,12-0823.01,Force,1,12-0823,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,248
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0875.01.A.01,12-0875.01.A,1,12-0875.01,Force,1,12-0875,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,249
Citizen,2012,2012,2013,2012/07/04 00:00:00+00,2012/07/11 00:00:00+00,2013/04/01 00:00:00+00,201,12-0875.02.A.01,12-0875.02.A,1,12-0875.02,Satellite,1,12-0875,2,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,250
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.F.01,14-0101.05.F,1,14-0101.05,Courtesy,6,14-0101,34,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,1,1,1,1,1,251
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.02.A.01,13-1222.02.A,1,13-1222.02,Force,1,13-1222,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,252
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.02.B.01,13-1222.02.B,1,13-1222.02,Force,2,13-1222,6,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,253
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.02.B.02,13-1222.02.B,2,13-1222.02,Force,3,13-1222,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,254
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.02.C.01,13-1222.02.C,1,13-1222.02,Force,4,13-1222,8,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,255
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.02.C.02,13-1222.02.C,2,13-1222.02,Force,5,13-1222,9,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,256
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.03.A.01,13-1222.03.A,1,13-1222.03,Procedure,1,13-1222,10,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,257
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.03.A.02,13-1222.03.A,2,13-1222.03,Procedure,2,13-1222,11,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,258
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.03.B.01,13-1222.03.B,1,13-1222.03,Procedure,3,13-1222,12,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,259
Citizen,2013,2013,2014,2013/11/28 00:00:00+00,2013/11/29 00:00:00+00,2014/11/20 00:00:00+00,219,13-1222.03.B.02,13-1222.03.B,2,13-1222.03,Procedure,4,13-1222,13,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,260
Citizen,2013,2013,2014,2013/12/01 00:00:00+00,2013/12/02 00:00:00+00,2014/08/04 00:00:00+00,219,13-1227.01.A.01,13-1227.01.A,1,13-1227.01,Force,1,13-1227,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,261
Citizen,2013,2013,2014,2013/12/01 00:00:00+00,2013/12/02 00:00:00+00,2014/08/04 00:00:00+00,219,13-1227.02.A.01,13-1227.02.A,1,13-1227.02,Procedure,1,13-1227,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,262
Citizen,2013,2013,2014,2013/12/01 00:00:00+00,2013/12/02 00:00:00+00,2014/08/04 00:00:00+00,219,13-1227.03.A.01,13-1227.03.A,1,13-1227.03,Procedure,1,13-1227,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,263
Citizen,2013,2013,2014,2013/12/01 00:00:00+00,2013/12/02 00:00:00+00,2014/08/04 00:00:00+00,219,13-1227.04.A.01,13-1227.04.A,1,13-1227.04,Courtesy,1,13-1227,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,264
Citizen,2013,2013,2014,2013/12/01 00:00:00+00,2013/12/02 00:00:00+00,2014/08/04 00:00:00+00,219,13-1227.04.B.01,13-1227.04.B,1,13-1227.04,Courtesy,2,13-1227,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,265
Citizen,2013,2013,2014,2013/12/19 00:00:00+00,2013/12/20 00:00:00+00,2014/05/08 00:00:00+00,229,13-1274.01.A.01,13-1274.01.A,1,13-1274.01,Force,1,13-1274,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,266
Citizen,2013,2013,2014,2013/12/19 00:00:00+00,2013/12/20 00:00:00+00,2014/05/08 00:00:00+00,229,13-1274.02.A.01,13-1274.02.A,1,13-1274.02,Courtesy,1,13-1274,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,267
Citizen,2013,2013,2014,2013/12/19 00:00:00+00,2013/12/20 00:00:00+00,2014/05/08 00:00:00+00,229,13-1274.03.A.01,13-1274.03.A,1,13-1274.03,Satellite,1,13-1274,3,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,268
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.A.01,14-0101.01.A,1,14-0101.01,Force,1,14-0101,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,1,1,0,1,1,269
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.B.01,14-0101.01.B,1,14-0101.01,Force,2,14-0101,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,1,1,0,1,1,270
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.B.02,14-0101.01.B,2,14-0101.01,Force,3,14-0101,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,1,1,0,1,1,271
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.C.01,14-0101.01.C,1,14-0101.01,Force,4,14-0101,4,Unprovable,0,0,Sustained,1,Unprovable-Sustained,0,1,1,1,0,1,1,272
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.C.02,14-0101.01.C,2,14-0101.01,Force,5,14-0101,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,1,1,1,0,1,1,273
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.D.01,14-0101.01.D,1,14-0101.01,Force,6,14-0101,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,274
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.D.02,14-0101.01.D,2,14-0101.01,Force,7,14-0101,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,275
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.E.01,14-0101.01.E,1,14-0101.01,Force,8,14-0101,8,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,1,1,1,1,1,276
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.E.02,14-0101.01.E,2,14-0101.01,Force,9,14-0101,9,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,1,1,1,1,1,277
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.F.01,14-0101.01.F,1,14-0101.01,Force,10,14-0101,10,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,1,1,1,1,1,278
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.F.02,14-0101.01.F,2,14-0101.01,Force,11,14-0101,11,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,279
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.F.03,14-0101.01.F,3,14-0101.01,Force,12,14-0101,12,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,280
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.F.04,14-0101.01.F,4,14-0101.01,Force,13,14-0101,13,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,281
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.G.01,14-0101.01.G,1,14-0101.01,Force,14,14-0101,14,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,282
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.G.02,14-0101.01.G,2,14-0101.01,Force,15,14-0101,15,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,283
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.G.03,14-0101.01.G,3,14-0101.01,Force,16,14-0101,16,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,284
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.G.04,14-0101.01.G,4,14-0101.01,Force,17,14-0101,17,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,285
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.H.01,14-0101.01.H,1,14-0101.01,Force,18,14-0101,18,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,1,1,1,1,1,286
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.H.02,14-0101.01.H,2,14-0101.01,Force,19,14-0101,19,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,287
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.H.03,14-0101.01.H,3,14-0101.01,Force,20,14-0101,20,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,288
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.H.04,14-0101.01.H,4,14-0101.01,Force,21,14-0101,21,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,1,1,1,1,1,289
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.I.01,14-0101.01.I,1,14-0101.01,Force,22,14-0101,22,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,1,1,0,1,1,290
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.01.I.02,14-0101.01.I,2,14-0101.01,Force,23,14-0101,23,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,1,1,0,1,1,291
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.02.A.01,14-0101.02.A,1,14-0101.02,Procedure,1,14-0101,24,Unprovable,0,0,Exonerated,0,Unprovable-Exonerated,0,0,0,1,0,0,1,292
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.02.A.02,14-0101.02.A,2,14-0101.02,Procedure,2,14-0101,25,Unprovable,0,0,Exonerated,0,Unprovable-Exonerated,0,0,0,1,0,0,1,293
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.02.A.03,14-0101.02.A,3,14-0101.02,Procedure,3,14-0101,26,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,294
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.03.A.01,14-0101.03.A,1,14-0101.03,Force,1,14-0101,27,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,295
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.04.A.01,14-0101.04.A,1,14-0101.04,Procedure,1,14-0101,28,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,296
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.A.01,14-0101.05.A,1,14-0101.05,Courtesy,1,14-0101,29,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,297
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.B.01,14-0101.05.B,1,14-0101.05,Courtesy,2,14-0101,30,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,298
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.C.01,14-0101.05.C,1,14-0101.05,Courtesy,3,14-0101,31,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,299
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.D.01,14-0101.05.D,1,14-0101.05,Courtesy,4,14-0101,32,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,300
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.E.01,14-0101.05.E,1,14-0101.05,Courtesy,5,14-0101,33,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,301
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.05.F.02,14-0101.05.F,2,14-0101.05,Courtesy,7,14-0101,35,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,1,1,1,302
Citizen,2013,2013,2014,2013/09/03 00:00:00+00,2013/09/19 00:00:00+00,2014/04/11 00:00:00+00,291,13-0913.02.A.01,13-0913.02.A,1,13-0913.02,Force,1,13-0913,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,303
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.06.A.01,14-0101.06.A,1,14-0101.06,Procedure,1,14-0101,36,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,304
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.07.A.01,14-0101.07.A,1,14-0101.07,Satellite,1,14-0101,37,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,305
Citizen,2013,2014,2014,2013/12/30 00:00:00+00,2014/01/28 00:00:00+00,2014/11/20 00:00:00+00,245,14-0101.07.A.02,14-0101.07.A,2,14-0101.07,Satellite,2,14-0101,38,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,306
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.A.01,14-0170.01.A,1,14-0170.01,Courtesy,1,14-0170,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,307
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.B.01,14-0170.01.B,1,14-0170.01,Courtesy,2,14-0170,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,308
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.C.01,14-0170.01.C,1,14-0170.01,Courtesy,3,14-0170,3,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,309
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.C.02,14-0170.01.C,2,14-0170.01,Courtesy,4,14-0170,4,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,310
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.D.01,14-0170.01.D,1,14-0170.01,Courtesy,5,14-0170,5,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,311
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.01.E.01,14-0170.01.E,1,14-0170.01,Courtesy,6,14-0170,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,312
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.02.A.01,14-0170.02.A,1,14-0170.02,Force,1,14-0170,7,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,313
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.02.A.02,14-0170.02.A,2,14-0170.02,Force,2,14-0170,8,Unprovable,0,0,Unfounded,0,Unprovable-Unfounded,0,0,0,0,0,0,0,314
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.02.B.01,14-0170.02.B,1,14-0170.02,Force,3,14-0170,9,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,315
Citizen,2014,2014,2014,2014/01/21 00:00:00+00,2014/02/10 00:00:00+00,2014/08/13 00:00:00+00,209,14-0170.02.B.02,14-0170.02.B,2,14-0170.02,Force,4,14-0170,10,Unfounded,0,0,Unprovable,0,Unfounded-Unprovable,0,0,0,0,0,0,0,316
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.01.A.01,14-0475.01.A,1,14-0475.01,Procedure,1,14-0475,1,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,317
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.01.A.02,14-0475.01.A,2,14-0475.01,Procedure,2,14-0475,2,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,318
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.01.A.03,14-0475.01.A,3,14-0475.01,Procedure,3,14-0475,3,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,0,319
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.A.01,14-0475.02.A,1,14-0475.02,Force,1,14-0475,4,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,320
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.A.02,14-0475.02.A,2,14-0475.02,Force,2,14-0475,5,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,321
Citizen,2014,2014,2015,2014/02/15 00:00:00+00,2014/06/02 00:00:00+00,2015/07/10 00:00:00+00,297,14-0475.02.A.03,14-0475.02.A,3,14-0475.02,Force,3,14-0475,6,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,0,0,0,0,322
