Complaint_Type,Event_Year,Complaint_Year,Review_Year,Event_Date,Complaint_Date,Review_Completion_Date,Beat,Individual_Number,Action_Number,Action_Seq,Allegation_Number,Allegation_Type,Allegation_Seq,Incident_Number,Incident_Seq,CRB_Finding,CRB_Individual_Sustained,CRB_Split,RPD_Finding,RPD_Individual_Sustained,CRB_RPD,Concurrence,RPD_Action_Sustained,RPD_Allegation_Sustained,RPD_Incident_Sustained,CRB_Action_Sustained,CRB_Allegation_Sustained,CRB_Incident_Sustained,FID
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.01.H.03,16-0229.01.H,3,16-0229.01,Force,20,16-0229,20,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,794
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.A.01,16-0229.02.A,1,16-0229.02,Courtesy,1,16-0229,21,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,795
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.A.02,16-0229.02.A,2,16-0229.02,Courtesy,2,16-0229,22,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,796
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.A.03,16-0229.02.A,3,16-0229.02,Courtesy,3,16-0229,23,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,797
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.A.04,16-0229.02.A,4,16-0229.02,Courtesy,4,16-0229,24,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,798
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.A.05,16-0229.02.A,5,16-0229.02,Courtesy,5,16-0229,25,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,799
Citizen,2016,2016,2016,2016/03/31 00:00:00+00,2016/04/05 00:00:00+00,2016/11/29 00:00:00+00,297,16-0229.02.B.01,16-0229.02.B,1,16-0229.02,Courtesy,6,16-0229,26,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,800
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.01.E.02,16-0817.01.E,2,16-0817.01,Procedure,12,16-0817,12,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,801
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.01.F.01,16-0817.01.F,1,16-0817.01,Procedure,13,16-0817,13,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,802
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.01.F.02,16-0817.01.F,2,16-0817.01,Procedure,14,16-0817,14,Unfounded,0,0,Exonerated,0,Unfounded-Exonerated,0,0,0,0,0,1,1,803
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.A.01,16-0817.02.A,1,16-0817.02,Force,1,16-0817,15,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,804
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.A.02,16-0817.02.A,2,16-0817.02,Force,2,16-0817,16,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,805
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.A.03,16-0817.02.A,3,16-0817.02,Force,3,16-0817,17,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,806
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.A.04,16-0817.02.A,4,16-0817.02,Force,4,16-0817,18,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,807
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.B.01,16-0817.02.B,1,16-0817.02,Force,5,16-0817,19,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,808
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.B.02,16-0817.02.B,2,16-0817.02,Force,6,16-0817,20,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,809
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.B.03,16-0817.02.B,3,16-0817.02,Force,7,16-0817,21,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,810
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.C.01,16-0817.02.C,1,16-0817.02,Force,8,16-0817,22,Sustained,1,1,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,811
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.C.02,16-0817.02.C,2,16-0817.02,Force,9,16-0817,23,Sustained,1,1,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,812
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.C.03,16-0817.02.C,3,16-0817.02,Force,10,16-0817,24,Sustained,1,1,Exonerated,0,Sustained-Exonerated,0,0,0,0,1,1,1,813
Internal,2016,2016,2017,2016/09/15 00:00:00+00,2016/09/16 00:00:00+00,2017/08/07 00:00:00+00,247,16-0817.02.D.01,16-0817.02.D,1,16-0817.02,Force,11,16-0817,25,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,1,1,814
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.01.A.01,16-0929.01.A,1,16-0929.01,Procedure,1,16-0929,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,815
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.01.A.02,16-0929.01.A,2,16-0929.01,Procedure,2,16-0929,2,Unprovable,0,0,Sustained,1,Unprovable-Sustained,0,1,1,1,1,1,1,816
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.01.A.03,16-0929.01.A,3,16-0929.01,Procedure,3,16-0929,3,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,1,1,1,1,1,1,817
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.01.A.04,16-0929.01.A,4,16-0929.01,Procedure,4,16-0929,4,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,1,1,1,1,1,1,818
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.02.A.01,16-0929.02.A,1,16-0929.02,Procedure,1,16-0929,5,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,1,0,0,1,819
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.02.A.02,16-0929.02.A,2,16-0929.02,Procedure,2,16-0929,6,Exonerated,0,0,Unprovable,0,Exonerated-Unprovable,0,0,0,1,0,0,1,820
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.02.A.03,16-0929.02.A,3,16-0929.02,Procedure,3,16-0929,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,821
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.02.A.04,16-0929.02.A,4,16-0929.02,Procedure,4,16-0929,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,822
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.03.A.01,16-0929.03.A,1,16-0929.03,Procedure,1,16-0929,9,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,0,1,1,1,1,823
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.04.A.01,16-0929.04.A,1,16-0929.04,Procedure,1,16-0929,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,824
Citizen,2016,2016,2017,2016/10/07 00:00:00+00,2016/11/08 00:00:00+00,2017/10/06 00:00:00+00,251,16-0929.05.A.01,16-0929.05.A,1,16-0929.05,Satellite,1,16-0929,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,825
Internal,2016,2016,2017,2016/11/30 00:00:00+00,2016/11/30 00:00:00+00,2017/06/26 00:00:00+00,241,16-0974.01.A.01,16-0974.01.A,1,16-0974.01,Force,1,16-0974,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,826
Internal,2016,2016,2017,2016/11/30 00:00:00+00,2016/11/30 00:00:00+00,2017/06/26 00:00:00+00,241,16-0974.01.A.02,16-0974.01.A,2,16-0974.01,Force,2,16-0974,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,827
Internal,2016,2016,2017,2016/11/30 00:00:00+00,2016/11/30 00:00:00+00,2017/06/26 00:00:00+00,241,16-0974.01.A.03,16-0974.01.A,3,16-0974.01,Force,3,16-0974,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,828
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.01.A.01,17-0054.01.A,1,17-0054.01,Procedure,1,17-0054,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,829
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.01.A.02,17-0054.01.A,2,17-0054.01,Procedure,2,17-0054,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,830
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.01.A.03,17-0054.01.A,3,17-0054.01,Procedure,3,17-0054,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,831
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.01.A.04,17-0054.01.A,4,17-0054.01,Procedure,4,17-0054,4,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,832
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.01.A.05,17-0054.01.A,5,17-0054.01,Procedure,5,17-0054,5,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,833
Citizen,2016,2017,2017,2016/12/22 00:00:00+00,2017/01/17 00:00:00+00,2017/07/31 00:00:00+00,205,17-0054.02.A.01,17-0054.02.A,1,17-0054.02,Satellite,1,17-0054,6,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,834
Internal,2017,2017,2017,2017/02/14 00:00:00+00,2017/02/14 00:00:00+00,2017/08/31 00:00:00+00,225,17-0141.01.A.01,17-0141.01.A,1,17-0141.01,Force,1,17-0141,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,835
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.01.A.01,17-0177.01.A,1,17-0177.01,Procedure,1,17-0177,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,836
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.01.A.02,17-0177.01.A,2,17-0177.01,Procedure,2,17-0177,2,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,1,837
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.02.A.01,17-0177.02.A,1,17-0177.02,Procedure,1,17-0177,3,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,838
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.02.A.02,17-0177.02.A,2,17-0177.02,Procedure,2,17-0177,4,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,839
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.03.A.01,17-0177.03.A,1,17-0177.03,Satellite,1,17-0177,5,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,840
Citizen,2017,2017,2017,2017/02/22 00:00:00+00,2017/03/02 00:00:00+00,2017/08/31 00:00:00+00,223,17-0177.03.A.02,17-0177.03.A,2,17-0177.03,Satellite,2,17-0177,6,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,841
Internal,2017,2017,2017,2017/05/21 00:00:00+00,2017/06/02 00:00:00+00,2017/09/11 00:00:00+00,219,17-0504.01.A.01,17-0504.01.A,1,17-0504.01,Force,1,17-0504,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,842
Internal,2017,2017,2017,2017/05/21 00:00:00+00,2017/06/02 00:00:00+00,2017/09/11 00:00:00+00,219,17-0504.02.A.01,17-0504.02.A,1,17-0504.02,Courtesy,1,17-0504,2,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,843
Citizen,2017,2017,2017,2017/05/26 00:00:00+00,2017/06/09 00:00:00+00,2017/10/27 00:00:00+00,291,17-0525.01.A.01,17-0525.01.A,1,17-0525.01,Procedure,1,17-0525,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,844
Citizen,2017,2017,2017,2017/05/26 00:00:00+00,2017/06/09 00:00:00+00,2017/10/27 00:00:00+00,291,17-0525.01.A.02,17-0525.01.A,2,17-0525.01,Procedure,2,17-0525,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,0,0,0,0,845
Internal,2017,2017,2018,2017/06/28 00:00:00+00,2017/06/28 00:00:00+00,2018/01/31 00:00:00+00,267,17-0592.01.A.01,17-0592.01.A,1,17-0592.01,Force,1,17-0592,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,846
Internal,2017,2017,2018,2017/06/28 00:00:00+00,2017/06/28 00:00:00+00,2018/01/31 00:00:00+00,267,17-0592.02.A.01,17-0592.02.A,1,17-0592.02,Satellite,1,17-0592,2,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,1,1,1,1,1,1,847
Internal,2017,2017,2018,2017/06/28 00:00:00+00,2017/06/28 00:00:00+00,2018/01/31 00:00:00+00,267,17-0592.02.A.02,17-0592.02.A,2,17-0592.02,Satellite,2,17-0592,3,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,848
Internal,2017,2017,2018,2017/06/28 00:00:00+00,2017/06/28 00:00:00+00,2018/01/31 00:00:00+00,267,17-0592.02.A.03,17-0592.02.A,3,17-0592.02,Satellite,3,17-0592,4,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,849
Internal,2017,2017,2017,2017/07/06 00:00:00+00,2017/07/10 00:00:00+00,2017/10/30 00:00:00+00,OOC,17-0656.01.A.01,17-0656.01.A,1,17-0656.01,Conduct,1,17-0656,1,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,850
Internal,2016,2016,2016,2016/04/01 00:00:00+00,2016/04/01 00:00:00+00,2016/12/20 00:00:00+00,281,16-0221.01.A.01,16-0221.01.A,1,16-0221.01,Force,1,16-0221,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,851
Internal,2016,2016,2016,2016/04/15 00:00:00+00,2016/04/26 00:00:00+00,2016/11/17 00:00:00+00,OOC,16-0291.01.A.01,16-0291.01.A,1,16-0291.01,Conduct,1,16-0291,1,Unprovable,0,0,Sustained,1,Unprovable-Sustained,0,1,1,1,0,0,1,852
Internal,2016,2016,2016,2016/04/15 00:00:00+00,2016/04/26 00:00:00+00,2016/11/17 00:00:00+00,OOC,16-0291.01.B.01,16-0291.01.B,1,16-0291.01,Conduct,2,16-0291,2,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,0,1,853
Internal,2016,2016,2016,2016/04/15 00:00:00+00,2016/04/26 00:00:00+00,2016/11/17 00:00:00+00,OOC,16-0291.02.A.01,16-0291.02.A,1,16-0291.02,Procedure,1,16-0291,3,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,854
Internal,2016,2016,2016,2016/04/15 00:00:00+00,2016/04/26 00:00:00+00,2016/11/17 00:00:00+00,OOC,16-0291.03.A.01,16-0291.03.A,1,16-0291.03,Satellite,1,16-0291,4,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,855
Internal,2016,2016,2016,2016/04/15 00:00:00+00,2016/04/26 00:00:00+00,2016/11/17 00:00:00+00,OOC,16-0291.04.A.01,16-0291.04.A,1,16-0291.04,Satellite,1,16-0291,5,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,856
Internal,2016,2016,2016,2016/04/22 00:00:00+00,2016/04/22 00:00:00+00,2016/07/27 00:00:00+00,221,16-0288.01.A.01,16-0288.01.A,1,16-0288.01,Force,1,16-0288,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,857
Internal,2016,2016,2016,2016/05/17 00:00:00+00,2016/05/17 00:00:00+00,2016/11/23 00:00:00+00,207,16-0385.01.A.01,16-0385.01.A,1,16-0385.01,Force,1,16-0385,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,0,0,0,0,858
Internal,2016,2016,2016,2016/06/01 00:00:00+00,2016/07/01 00:00:00+00,2016/12/20 00:00:00+00,251,16-0547.01.A.01,16-0547.01.A,1,16-0547.01,Conduct,1,16-0547,1,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,859
Internal,2016,2016,2016,2016/06/01 00:00:00+00,2016/07/01 00:00:00+00,2016/12/20 00:00:00+00,251,16-0547.02.A.01,16-0547.02.A,1,16-0547.02,Procedure,1,16-0547,2,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,0,1,1,1,860
Internal,2016,2016,2016,2016/06/01 00:00:00+00,2016/07/01 00:00:00+00,2016/12/20 00:00:00+00,251,16-0547.03.A.01,16-0547.03.A,1,16-0547.03,Procedure,1,16-0547,3,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,0,0,0,0,1,861
Citizen,2016,2016,2017,2016/07/08 00:00:00+00,2016/08/22 00:00:00+00,2017/01/10 00:00:00+00,219,16-0707.01.A.01,16-0707.01.A,1,16-0707.01,Force,1,16-0707,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,862
Citizen,2016,2016,2017,2016/07/08 00:00:00+00,2016/08/22 00:00:00+00,2017/01/10 00:00:00+00,219,16-0707.02.A.01,16-0707.02.A,1,16-0707.02,Satellite,1,16-0707,2,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,863
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.01.A.01,16-0628.01.A,1,16-0628.01,Force,1,16-0628,1,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,1,1,1,864
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.01.A.02,16-0628.01.A,2,16-0628.01,Force,2,16-0628,2,Sustained,1,0,Unprovable,0,Sustained-Unprovable,0,0,0,1,1,1,1,865
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.01.A.03,16-0628.01.A,3,16-0628.01,Force,3,16-0628,3,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,1,1,1,866
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.02.A.01,16-0628.02.A,1,16-0628.02,Procedure,1,16-0628,4,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,867
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.02.A.02,16-0628.02.A,2,16-0628.02,Procedure,2,16-0628,5,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,868
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.02.A.03,16-0628.02.A,3,16-0628.02,Procedure,3,16-0628,6,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,869
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.03.A.01,16-0628.03.A,1,16-0628.03,Force,1,16-0628,7,Exonerated,0,0,Exonerated,0,Exonerated-Exonerated,1,0,0,1,0,0,1,870
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.04.A.01,16-0628.04.A,1,16-0628.04,Procedure,1,16-0628,8,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,871
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.05.A.01,16-0628.05.A,1,16-0628.05,Force,1,16-0628,9,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,872
Internal,2016,2016,2017,2016/07/08 00:00:00+00,2016/07/29 00:00:00+00,2017/07/21 00:00:00+00,219,16-0628.06.A.01,16-0628.06.A,1,16-0628.06,Conduct,1,16-0628,10,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,873
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.01.A.01,16-0679.01.A,1,16-0679.01,Force,1,16-0679,1,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,1,1,0,1,1,874
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.01.B.01,16-0679.01.B,1,16-0679.01,Force,2,16-0679,2,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,1,1,1,1,1,875
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.01.B.02,16-0679.01.B,2,16-0679.01,Force,3,16-0679,3,Sustained,1,0,Exonerated,0,Sustained-Exonerated,0,0,1,1,1,1,1,876
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.01.C.01,16-0679.01.C,1,16-0679.01,Force,4,16-0679,4,Sustained,1,0,Sustained,1,Sustained-Sustained,1,1,1,1,1,1,1,877
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.01.D.01,16-0679.01.D,1,16-0679.01,Force,5,16-0679,5,Unfounded,0,0,Unfounded,0,Unfounded-Unfounded,1,0,1,1,0,1,1,878
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.01,16-0679.02.A,1,16-0679.02,Courtesy,1,16-0679,6,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,879
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.02,16-0679.02.A,2,16-0679.02,Courtesy,2,16-0679,7,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,880
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.03,16-0679.02.A,3,16-0679.02,Courtesy,3,16-0679,8,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,881
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.04,16-0679.02.A,4,16-0679.02,Courtesy,4,16-0679,9,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,882
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.05,16-0679.02.A,5,16-0679.02,Courtesy,5,16-0679,10,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,883
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.06,16-0679.02.A,6,16-0679.02,Courtesy,6,16-0679,11,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,884
Citizen,2016,2016,2017,2016/08/08 00:00:00+00,2016/08/11 00:00:00+00,2017/03/28 00:00:00+00,247,16-0679.02.A.07,16-0679.02.A,7,16-0679.02,Courtesy,7,16-0679,12,Unprovable,0,0,Unprovable,0,Unprovable-Unprovable,1,0,0,1,0,0,1,885
