X,Y,OBJECTID,CONAME,ADDR,CITY,STATE_NAME,ZIP,NAICS,SIC,EMPNUM,SALESVOL,DESC_,LATITUDE,LONGITUDE
-77.6321509999999,43.1518300000002,197,Coptic Monastery-st Shenouda,720 W Main St,Rochester,New York,14611,81311011,866109,3,0,"Coptic Monastery-st Shenouda, 720 W Main St, Rochester, New York, 14611",43.1518300000002,-77.6321509999999
-77.6321509999999,43.1518300000002,198,Coptic Monastery-st Shenouda,W Main St,Rochester,New York,14611,81311011,866109,3,0,"Coptic Monastery-st Shenouda, W Main St, Rochester, New York, 14611",43.1518300000002,-77.6321509999999
-77.6321509999999,43.1518300000002,199,Coptic Monastery-st Shenouda,W Main St,Rochester,New York,14611,81311011,866109,3,0,"Coptic Monastery-st Shenouda, W Main St, Rochester, New York, 14611",43.1518300000002,-77.6321509999999
-77.562985,43.1657260000001,200,Covenant United Methodist Chr,1124 Culver Rd,Rochester,New York,14609,81311008,866107,5,0,"Covenant United Methodist Chr, 1124 Culver Rd, Rochester, New York, 14609",43.1657260000001,-77.562985
-77.562985,43.1657260000001,201,Covenant United Methodist Chr,Culver Rd,Rochester,New York,14609,81311008,866107,5,0,"Covenant United Methodist Chr, Culver Rd, Rochester, New York, 14609",43.1657260000001,-77.562985
-77.562985,43.1657260000001,202,Covenant United Methodist Chr,Culver Rd,Rochester,New York,14609,81311008,866107,5,0,"Covenant United Methodist Chr, Culver Rd, Rochester, New York, 14609",43.1657260000001,-77.562985
-77.583601,43.1845700000002,203,Daughters-zion Hse-restoring,1040 Portland Ave,Rochester,New York,14621,81311021,866110,2,0,"Daughters-zion Hse-restoring, 1040 Portland Ave, Rochester, New York, 14621",43.1845700000002,-77.583601
-77.583601,43.1845700000002,204,Daughters-zion Hse-restoring,Portland Ave,Rochester,New York,14621,81311021,866110,2,0,"Daughters-zion Hse-restoring, Portland Ave, Rochester, New York, 14621",43.1845700000002,-77.583601
-77.583601,43.1845700000002,205,Daughters-zion Hse-restoring,Portland Ave,Rochester,New York,14621,81311021,866110,2,0,"Daughters-zion Hse-restoring, Portland Ave, Rochester, New York, 14621",43.1845700000002,-77.583601
-77.6394009999999,43.20529,206,Dewey Avenue Presbyterian Chr,2009 Dewey Ave # 1,Rochester,New York,14615,81311008,866107,3,0,"Dewey Avenue Presbyterian Chr, 2009 Dewey Ave # 1, Rochester, New York, 14615",43.20529,-77.6394009999999
-77.6394009999999,43.20529,207,Dewey Avenue Presbyterian Chr,Dewey Ave,Rochester,New York,14615,81311008,866107,3,0,"Dewey Avenue Presbyterian Chr, Dewey Ave, Rochester, New York, 14615",43.20529,-77.6394009999999
